item_id,item,cost,type
414c6230-a0c9-49c0-9fbd-f4fae474f034,Oozz,4181.04,"Bread - Roll, Italian"
4e969e97-dcd7-495d-9fd2-9ebb1fcdc3c5,Devify,5974.47,Bouq All Italian - Primerba
e76f1f59-52f6-496f-9585-9d6b5b5f64e9,Divanoodle,4272.08,Longos - Chicken Wings
d35fe35d-e278-4a2d-9c7b-f11b85b26090,Twimm,7592.67,Icecream - Dstk Super Cone
5b666f62-43f3-4d4e-8641-8e5ac4ab8a52,Tanoodle,4245.37,"C - Plus, Orange"
14701943-4e2b-42b5-ae9f-89dff3ef47ea,Linklinks,6664.51,Soup Bowl Clear 8oz92008
fc7a98a8-fabd-4d7a-9348-9fe6d1aa331c,Chatterbridge,378.72,Wine - Gewurztraminer Pierre
5893e800-f7bb-4850-b75a-09594b41e64e,Eayo,2199.18,"Lamb - Shoulder, Boneless"
1e588e66-be4b-468b-8869-cb0264833f2c,Livefish,536.04,Lamb Leg - Bone - In Nz
13efcc3c-2d53-4ea9-91c2-28e9af520fc8,Skiba,9408.03,Bread - Bistro Sour
4655f6f3-702a-46c2-a1d8-10cdce364f1a,Trilith,7866.42,Mahi Mahi
f029fbb9-a424-4388-9f6f-b94925e7a856,Gigabox,3773.4,Soap - Pine Sol Floor Cleaner
1167147b-e092-41dd-bd06-31c1dcc0bfa7,Quinu,4181.53,"Wine - Red, Concha Y Toro"
ae590618-22b2-4c6a-8924-52c9a4e83b62,Fivebridge,9978.22,Oil - Hazelnut
5b0cdc74-41d0-4ef2-8284-496ae583a0c6,Jazzy,5424.52,"Club Soda - Schweppes, 355 Ml"
92d54153-5ab8-445e-919e-a1d44f2057f1,Skimia,8637.09,Mushroom Morel Fresh
fc1db2c5-0d0e-4679-a144-0a45249b87ce,Bluezoom,9124.81,Tea - Lemon Green Tea
88e94e29-cae3-498c-a1e9-d1dc35d19532,Gigazoom,7199.75,Muffin - Carrot Individual Wrap
e8e9dcf6-2ba0-4662-b345-06c9d9d77306,Camimbo,2881.66,Bread - Flat Bread
ab533e6b-d5b0-4598-bc63-d14939f98c37,Lajo,4800.14,Bread Base - Toscano
21b75f17-2f52-42bd-83ba-40abfbafe7cb,Brainverse,3374.32,Triple Sec - Mcguinness
751ddddc-b7b1-40f9-bdd9-b2d112e25b6a,Kare,212.09,Sugar - Individual Portions
9e520811-6575-475b-8465-bc2286f4259c,Yakitri,8288.19,Cattail Hearts
50311887-27da-44c0-a61d-2c05b3b459e7,Jabbersphere,4600.55,Lemonade - Pineapple Passion
f6b93218-012e-4cc0-bd46-bf1bf1e092ff,Yodoo,9318.07,Table Cloth 54x54 White
15a2d24e-e007-4696-ab06-2c3b9390c158,Layo,5715.54,The Pop Shoppe Pinapple
f4fc8a3d-5dee-478c-9c19-97dc72158884,Tazzy,1226.62,Wine - Two Oceans Sauvignon
79f98ff0-e91e-4932-973e-65a5be7cf8c1,Voonyx,2661.52,Carbonated Water - White Grape
9244ae96-1a57-41bb-9ecb-e242443fd5dd,Meejo,8502.72,Artichoke - Fresh
1a4de3a3-24ec-4168-8571-866f129277df,Eayo,4090.54,"Salmon - Atlantic, No Skin"
4bc71e74-3270-4418-90d1-bbb16ad6d981,Twimm,2355.94,"Placemat - Scallop, White"
cce07363-809b-4648-84ed-4755c140c44b,Skaboo,5316.96,"Crab - Blue, Frozen"
d4ebd96c-cefe-43a4-86e5-bb20a8cb8e8f,Feedmix,8177.68,Sauce - Sesame Thai Dressing
ed82d6b9-49a2-47bb-9844-9cbcada112c4,Vimbo,9051.02,"Tarragon - Primerba, Paste"
0a4bf77e-f1e3-4331-8563-c6652b298695,Camimbo,1586.52,Milk - Condensed
f3a49d37-f2b3-4648-858e-83d472fe9f8e,Plajo,2930.99,Steam Pan - Half Size Deep
816861ce-ee8f-46d6-8035-c14fd808bf9a,Shufflester,3514.8,"Shrimp - 16 - 20 Cooked, Peeled"
b88aecc1-fca9-426d-8689-1250063ef549,Rhyloo,4298.4,"Gingerale - Schweppes, 355 Ml"
47b8b846-f30d-4c5b-9fd1-becb7692d071,Yacero,3984.72,"Flour - Buckwheat, Dark"
968fcb99-6796-400f-8d89-310de57c0ef8,Fanoodle,3480.71,Wine - Casablanca Valley
6777311d-84ff-45b9-a5cc-41bdaad53216,Browsetype,8043.06,Beer - Maudite
50beb506-720a-4139-9efc-50cc5788b216,Feedspan,3623.19,"Lamb - Racks, Frenched"
4180fc65-b591-4924-97b1-ef38b16095ac,Zoomdog,9057.77,Beans - Fine
1bc586f8-4140-42f0-8ad1-fae8d2ecc152,Zoonder,4936.31,"Coffee - Colombian, Portioned"
ab2c194d-0631-4bb4-983f-9ec1808944e8,Edgeblab,8390.19,Apricots Fresh
29d76e55-e210-4dea-a2f3-514a14a385db,Skivee,8806.87,Nut - Pumpkin Seeds
55a6fa9f-691e-4aa5-8b9a-e84e928207d4,Tagpad,7527.79,Pepper - Red Bell
820207b3-e2ba-4423-96ac-93ba2482fa2d,Photofeed,7211.85,Soup - Campbells Beef Noodle
b5969b15-2057-48d4-8c35-997e1f2e6220,Centizu,2856.88,Oranges
1406ea33-68e2-4172-9b50-589ece853742,Dabtype,4232.54,Lamb Rack Frenched Australian
34b9b292-72a1-4171-9f2b-8174957ccb9c,Yabox,9809.61,"Chocolate - Pistoles, Lactee, Milk"
eda177d7-eb79-43be-a479-47a32a39c736,Mynte,7135.34,Smoked Tongue
d2ed563c-bb3d-4997-a55c-0baba9a66d1e,Feedfish,5923.5,"Lobster - Baby, Boiled"
dc2ff68f-4da2-496b-a965-86079d51d61e,Jayo,3553.18,Fork - Plastic
ec37a56c-1fb1-49a5-aa19-bf4911eb7f2e,Zoonoodle,4752.85,Appetizer - Seafood Assortment
d85539b0-5563-41d6-831d-1a1ea20f492b,Twinte,2072.8,Haggis
39751a69-c233-4727-913f-ac8c47d0af27,Devshare,7036.08,Monkfish Fresh - Skin Off
6e8e9776-9a70-48bb-b91e-a0c5ddf27ca2,Chatterbridge,3661.02,Bulgar
ec31fe36-29b3-4920-ab74-4d5626e9fb6a,Divavu,3681.89,Cheese - Brick With Pepper
87fd17f4-7de1-4fd0-8787-d94030206ab8,DabZ,8454.86,Pail With Metal Handle 16l White
18bc04f7-123f-4a7b-83cc-3bcd7ff7ac78,Kaymbo,3895.35,Magnotta - Bel Paese White
9180078c-d320-4b62-9e6b-f873cf76e492,Zoomlounge,4996.52,Appetiser - Bought
eab70a4d-b335-40a8-9f22-a960cd07b104,Yodo,7440.29,Tomato - Peeled Italian Canned
ef6e02e7-98d2-4555-bdc6-a36c55ae874b,Meevee,4109.65,Paste - Black Olive
fe37253a-cc4a-4d01-9266-c5d709a63220,Shuffletag,8676.37,Water - Perrier
b76a0956-c07e-4e7f-a32b-345adc6e8563,Edgeify,8255.34,Wine - Spumante Bambino White
24b8ff87-0b4d-49cf-b79c-38d8cb61b5dc,Fadeo,9786.94,"Wine - Magnotta - Red, Baco"
58fb67ff-31d5-4fa9-a443-9e615157f55b,Viva,3672.08,Salt - Seasoned
8586f9f9-a390-4f18-84f0-c4671397e1fb,Zooveo,7816.53,"Doilies - 10, Paper"
a1e9367e-4048-443c-9a30-84c5662b018b,Edgewire,5249.9,Pepper - Yellow Bell
d81ea0d3-5559-4274-9ceb-4dadbd8b585c,Jabberbean,934.38,"Beef - Tongue, Fresh"
2a85cc22-7a1c-4900-9458-e5349a840e8d,Abata,7337.28,Cheese - Cottage Cheese
2f08f8a2-3067-4b9e-9382-1ce4b04ac94b,Jazzy,5113.83,"Asparagus - Green, Fresh"
bd8e7048-cf1e-43bf-85da-40fa5df66848,Twiyo,5595.96,Table Cloth 91x91 Colour
db000461-b933-48a1-86db-3f0ddc8b090f,Oyope,1435.85,Oil - Olive
1c51cea1-1ccf-4181-947b-04572aa04f5d,Edgewire,7635.88,Grouper - Fresh
6346e3f6-8f8c-415a-be4c-2df61c2e24ee,InnoZ,329.62,English Muffin
0925e5e2-4727-49c1-a00b-ae23ea63c635,Devcast,2539.69,Muffin - Mix - Creme Brule 15l
a2ffa185-9003-46b5-96b7-4b9546ff062e,Jayo,1059.71,Pineapple - Golden
deaf7e84-9926-444b-8a9f-a164b1de591f,Voolith,7872.45,"Vinegar - Balsamic, White"
393802fd-bf50-4ff9-bba5-70534a8afba3,Rhyzio,8610.92,Steamers White
b2d5430f-205f-474e-b9a2-650d0ad452ef,Leenti,4539.11,Appetizer - Seafood Assortment
ad1dc720-1280-4210-beaa-ced2a39ac9ff,Dabvine,6920.01,Vector Energy Bar
b562f698-1e3b-4d30-a4c8-a70b25a0d37d,Flashset,4264.36,Cookie Choc
0af8ff36-ff90-4101-ab69-cfd3a9cc7319,Kwilith,4245.49,"Veal - Chops, Split, Frenched"
227ce2bd-9618-4951-917a-fc59baed938a,Centizu,2073.52,Chicken - Leg / Back Attach
053898fa-7a38-456c-b5f3-6d8849be352b,Wikizz,6628.43,Beer - Maudite
4f720acc-3686-4bbd-b518-8dc73f9ec3c1,LiveZ,3582.44,Cheese - Swiss Sliced
938d6246-65bc-4338-87a8-ec0e35bee7a6,Skilith,7756.88,Mushroom - White Button
6dec24c2-ff5e-4ab8-86cf-e7e92998111d,Edgeclub,6695.86,Cups 10oz Trans
2cba5e3b-3e55-4586-b95f-e16b9e3bc049,Shuffletag,7466.31,Coffee - Hazelnut Cream
bcb1afc6-2236-4e2c-b510-d71fe9e2bad2,Yata,1297.8,Soup - Chicken And Wild Rice
d2829c96-f4aa-48ba-9ffa-1383bb14b4b2,Flipbug,6578.68,"Lemonade - Black Cherry, 591 Ml"
1512639c-a8ae-45d7-907c-b1ab377ff194,Wikizz,9255.2,Rye Special Old
1aa8b1c1-2ad8-4e46-af68-3cee9b648eeb,Zoombeat,3642.23,Goat - Leg
0b25acc3-67cf-4bbf-a259-59566aa29dbf,Agivu,1541.07,Cup - 4oz Translucent
01551272-7701-49ef-8b84-d42804b69515,Eare,5726.61,"Trout - Rainbow, Frozen"
95350096-60ab-4a8f-b397-82c684dd7892,Browseblab,6979.55,Chevril
6a05e66c-d150-4a71-b214-08adc5d41cd2,Reallinks,1541.5,Glaze - Apricot
f104698d-bb2a-4db2-9b38-39fd7e2851ad,Eidel,1415.11,Wine - Shiraz South Eastern
e6b11748-4ffb-4920-b9d8-e644737c4b5b,Katz,9708.39,Bread Cranberry Foccacia
044029d0-9ad3-4292-99bd-5c6645d9f1d0,Bubblebox,2570.19,"Olives - Black, Pitted"
1ee08e84-221a-4323-bf17-ee000dbb0978,Youtags,1838.67,Wine - Chateau Timberlay
ea29d5d8-00c5-48f5-b181-9d43ae964984,Gabcube,8087.29,French Pastry - Mini Chocolate
bf5f0cec-7346-45cd-a501-cf11870a2940,Demimbu,5240.32,"Pork - Sausage, Medium"
fc92b254-8f2c-495e-a072-9e1c520cb036,Yadel,293.03,Sour Cream
1de9c445-dd80-4136-bc16-e7a0446e28c0,DabZ,405.5,Beer - Upper Canada Lager
3e7c353e-c01e-48ab-848d-0d33298b54d8,Twitternation,5775.47,Buffalo - Striploin
db15eed1-a325-4ac3-9166-dce6107058bb,Minyx,1471.67,Sproutsmustard Cress
1953a9dc-6f0e-4e17-89f2-f189d29ce84e,Layo,7126.4,"Tendrils - Baby Pea, Organic"
0affabb2-88b2-458b-98ec-d83ac64c86d7,Ozu,8090.47,Tea - English Breakfast
af09e868-6409-42b6-bad3-86020187b9ed,Cogibox,6536.25,Cheese Cloth
2e7f42c9-d3ee-459f-86f9-e5cbe132e318,Vipe,6521.19,Juice - Orange 1.89l
5b162c35-3659-4518-b4a4-a937806edb1e,Twiyo,8973.07,Tarragon - Fresh
3b65a6da-1ff2-4fc9-9e8e-bd87216e3113,Fivespan,1146.21,Veal - Striploin
97aca206-33ef-402a-bb31-f05d69d24067,Twiyo,9936.89,Appetizer - Shrimp Puff
bcc7963c-d6f3-4923-b611-5db5c4a83cca,Thoughtbridge,4316.84,Cabbage Roll
73db4658-0d3c-4223-8b07-b153ca349bad,Meetz,1274.93,Artichokes - Jerusalem
f71bf622-4054-4203-ac08-6cd76a78514a,Meejo,8832.78,Cake - Mini Potato Pancake
e1c860bf-e381-4f8e-95d5-84faf4aaf78b,Aibox,5309.86,Hog / Sausage Casing - Pork
9c855ed5-aae3-4e60-ae84-655488bdca22,Flashpoint,6714.64,Lettuce - Green Leaf
d5b746e0-926a-4a22-a3eb-6a5783257391,Jayo,4684.16,Chips Potato Reg 43g
60ec6f5d-bc8c-478d-982e-52d3fb2adcca,Fivebridge,5036.42,Paper Towel Touchless
e3875957-2505-4d47-b959-f918490cb391,Riffpedia,3735.45,"Syrup - Golden, Lyles"
6b09c9dd-e2a3-4df6-b663-757dcb7f9a43,Yadel,3589.66,Bread - Hamburger Buns
8c8760de-f05b-41f9-952f-374446f5abe0,Chatterbridge,324.24,V8 - Berry Blend
67e4a4af-6bb7-4527-8de9-daa47c775599,Vimbo,7807.44,"Pasta - Spaghetti, Dry"
e1fabe9e-fbf1-4667-8241-ac5a2c18291c,Abatz,5522.44,Chickhen - Chicken Phyllo
13efbc0d-faa3-4c95-ae33-f93212f14681,Skibox,3570.21,Gelatine Powder
ae100eb7-ca75-4e0a-b18f-5323eb310bb9,Roomm,2518.75,Hog / Sausage Casing - Pork
bf9509e2-44b9-489c-8d25-975be0c2960b,Realbridge,5572.42,Sauce - Hollandaise
233d4d60-c24b-47f0-ba80-238a87c45d22,Midel,5601.02,Sauce - Mint
66e46df4-f96e-41f9-8aaa-c938954caf56,Kwilith,2684.24,Snapple Lemon Tea
56020646-af53-47ea-875d-b4999c7e42f6,Fiveclub,4418.24,"Doilies - 12, Paper"
08f8a57b-f564-4f99-b407-d382299d80f1,Agimba,9624.97,Oregano - Fresh
db0170a0-daf0-41ad-8aff-53a5d510d02b,Devify,7266.71,Jam - Raspberry
f93925a0-f2fb-43d0-8797-e5cc364d35f5,Shuffletag,5701.85,Pasta - Cheese / Spinach Bauletti
64ed97de-50e7-4159-9e46-0f373e33c06b,Twimm,9578.27,Gelatine Leaves - Envelopes
e6a46dc6-04d0-4e45-95eb-64716fc679bb,Zoomlounge,4537.89,"Soup - Clam Chowder, Dry Mix"
22396605-27c6-402e-b78a-ea73b2aee29b,Riffpedia,8938.54,Liqueur - Melon
bb392149-4699-40d9-a9fe-d17b66a76708,Riffpath,394.54,Oysters - Smoked
a533f57d-d42f-4d5e-8573-8f96437b2713,Zoomlounge,642.84,Whmis Spray Bottle Graduated
81f524c0-77c3-4bc9-8ff3-0dd16d7499c5,Midel,9940.33,Pastry - Butterscotch Baked
69a3e390-2ad4-41c0-8a87-298d9abbaca9,Kazu,232.59,Wine - Balbach Riverside
e010c400-2f5f-4d73-83d6-0415b1bc8f27,Mita,8717.45,Pepper - Pablano
4760661d-9006-48f0-ac93-21bc9f53c13a,Skinte,5003.83,Turkey Tenderloin Frozen
2e2c97f8-a97d-4eac-b1b0-002baac3df69,Yacero,8542.97,"Bread - Bagels, Plain"
3e765d16-36ec-4ba4-b7a9-252196582779,Fivespan,6618.87,Crab - Meat Combo
ee4e9710-887e-4ac8-bdcb-0a81b12abac7,Wordpedia,210.26,Muffin - Bran Ind Wrpd
f1490481-4f1c-4b9b-ab47-f2a4edf9794b,Skivee,902.44,Apple - Northern Spy
4e825521-6692-49a1-8d12-74718186ffd1,Camido,1022.08,Fond - Neutral
b77c4ffc-5393-4174-b8cf-030e83a5e07e,Bluezoom,7566.12,Bread - French Baquette
56b55cbf-1f5f-46bb-b502-a7ea930c4531,Tekfly,6932.5,Beef Striploin Aaa
404608d8-ccf4-4c17-8cf9-62c368ab4969,Topiclounge,2874.81,Pie Filling - Pumpkin
578d1520-172e-46bd-837f-061b26e9341b,Realmix,1402.26,Mushroom - Crimini
511ea26c-5e8b-4831-9d7f-7e08cc850874,Oodoo,8221.13,Bar Mix - Lemon
b6ab2519-e7e4-49e6-abc2-0925cc40bfcf,Shuffletag,3134.59,"Lamb - Whole, Fresh"
20ae93aa-f076-4157-b5dd-37089cbdfd99,Topdrive,9322.48,Table Cloth 62x114 White
47825415-5b80-42e1-ac97-8307f06996ba,Voonix,289.17,Brandy Apricot
6cc4b1df-f08c-457a-987c-1b689808ec82,Abata,4711.97,Mousse - Banana Chocolate
b7882a37-f0a1-4ed2-9b04-7060f1178791,Ntag,9587.45,"Lamb - Loin, Trimmed, Boneless"
5068a980-be27-4005-b634-8755e6eb194d,Aimbu,178.21,Salmon Steak - Cohoe 8 Oz
1cf33971-c4de-46bf-8531-b42fcd3cc8ab,Skipfire,2647.22,Lobster - Base
215a6728-a25e-43aa-abd4-01a0f3aae2e3,Miboo,9075.62,Energy Drink - Franks Original
21f336f2-2901-4f30-997f-450ea266ff37,Plambee,4888.62,"Syrup - Monin, Amaretta"
2de6c182-326e-4bdc-bea8-249a09c1b96f,Skidoo,9248.38,Bread - Multigrain
c0797e19-bf06-4229-a5ab-3638f7f51a17,Mybuzz,7798.34,Parsnip
3e40fabe-3be9-495b-b347-4e36da134777,Skajo,9982.8,Cattail Hearts
734ed7b9-73aa-4fd7-89a1-e1c7d3da0005,Feedmix,186.57,Cucumber - English
df0911fc-28db-45d5-ad59-ddbefe5ab1b1,Fivebridge,5129.21,Sea Urchin
6ecbfced-f1bc-4741-b840-6604273d062c,Flashspan,7471.08,"Thyme - Lemon, Fresh"
7a433b13-0034-40de-a3b8-66d088c60822,Agivu,8757.88,Coffee - Almond Amaretto
10eced74-d5fd-4da7-b8cb-6c5c504a821b,Kwideo,2690.06,"Sauce - Soya, Dark"
3967affd-a113-4d41-ad37-e0940d52529c,Rooxo,6252.95,Pancetta
e69024a5-fbd8-4295-9732-68c4c118993e,Twinte,3000.57,Coffee - Espresso
e5163438-ab54-498d-8c0b-d47ff046daf9,Nlounge,4069.67,"Beans - Kidney, Canned"
e1dea64e-4b0f-4331-a52d-0ecbc01b1a00,Twimm,1725.35,Beer - Paulaner Hefeweisse
14e1d959-4346-4849-a9e8-2a5a0324a40d,Zazio,2644.63,"Beans - Turtle, Black, Dry"
ee0a8b22-77a9-4513-8caa-471c5a3b7ce5,Ailane,4803.55,Shrimp - 31/40
bd55a17c-bb78-4f93-bba3-3a2b91fa6e88,Izio,8442.47,Frangelico
e7ad3fee-3b21-44ea-a6a5-004c207dee42,Dabtype,6326.95,Cloves - Ground
8097d6b6-400a-4689-9a0c-e894ecc0d1b0,Kaymbo,1040.97,Soup - Boston Clam Chowder
757ff10e-8375-4478-9daf-33c695836067,Leexo,1946.95,Broom And Broom Rack White
c1adb55a-72eb-41e9-a32a-7f3985a35c3e,Buzzbean,1811.75,"Cod - Salted, Boneless"
82d1b15b-71df-41ac-9e21-70ec07bf82f3,Babbleblab,5614.54,Cakes Assorted
1172e879-31d8-41d1-8698-a1f62859a977,Lazzy,8531.16,Banana - Leaves
4e6b23aa-0a73-4141-a53d-a3ca7b9ef7fd,Skyba,444.98,Wine - Montecillo Rioja Crianza
ff793289-3a06-477e-83de-a3b89ae38ee7,Shufflebeat,7487.02,Ecolab - Hand Soap Form Antibac
1f4850cd-906d-4f6d-8e8d-69739853aafc,Yakidoo,4.41,Veal - Sweetbread
78213863-ccc2-4f28-bf1a-defb9df12223,Vinder,1230.87,Carbonated Water - Strawberry
511a7621-ba7d-4874-8ab1-bc25c448664c,Lazzy,8279.25,Wine - Cousino Macul Antiguas
31983100-dc1c-472b-8af9-b75df7a88784,Devpoint,8683.16,Remy Red
b15ed29d-41b0-440b-a7be-d4221049c07e,Blogpad,1225.24,Wine - Magnotta - Cab Franc
8fbb53cd-aafa-4f90-854a-9a929d98da4a,Tagpad,1099.48,Swiss Chard - Red
3f0526a1-f6ec-47fc-a146-2838b15853dd,Jabberstorm,9161.65,Jam - Apricot
20a11a41-6971-4f5b-8b64-88fdf8f0a64f,Zazio,9969.34,Veal - Knuckle
fce0bdd6-753c-4c50-bce8-df25b4c50a11,Browsedrive,6561.76,Wanton Wrap
33469acd-69a0-4e2b-9e19-077555575456,Skivee,8339.21,Cheese - Roquefort Pappillon
b9a407d5-854e-478c-add4-80e3e51478da,Mynte,7436.38,Langers - Cranberry Cocktail
ae04f84f-70d8-434e-9038-cdc470b7fa81,Dabshots,5820.47,Rolled Oats
8497e926-e56a-456c-bf5e-37b6872b8020,Devcast,8700.23,Dates
cb47ab33-0ccb-47e9-94c0-9f091ded2f97,Flashdog,4349.06,Oats Large Flake
56e860c6-33bf-43f6-959b-8a918086c445,Thoughtstorm,1907.98,Oysters - Smoked
dec98997-4bd0-4d49-8a1a-fc4dc7159b3f,Agivu,6825.91,Lettuce - Treviso
3fbaf88f-cf00-4e8a-b617-e4a8bd81f11a,Rhyzio,7321.9,Vaccum Bag - 14x20
dbb33daa-4925-4000-a94c-6b80e81ba834,Skinder,396.75,"Roe - Lump Fish, Black"
2e04b69a-5110-43ac-84ac-97863abe947a,Edgeblab,2025.74,Shrimp - 31/40
edd102a7-2f0c-4bb5-80a0-f2575cf75c47,Thoughtbeat,386.5,Pomello
3ef44437-cfe4-4cb4-928d-21e875fd9e9a,Vitz,1500.79,Thyme - Dried
858591f5-7f10-4b0d-99af-009641b13e21,Myworks,1321.79,Cheese - Cottage Cheese
66adb19c-10d9-4f02-af56-c427f8831496,Topdrive,3102.96,Jolt Cola - Electric Blue
c5f43c61-1b92-4549-975d-46f4bbed9476,Rooxo,6216.33,Carrots - Mini Red Organic
cf95248e-662e-4150-a2fb-85f975d0e6cf,Blogpad,3716.44,Oil - Shortening - All - Purpose
dd1a091b-ac5a-4c68-8c0e-2418a08fff26,Geba,8271.28,Compound - Strawberry
458a65d7-6c39-4197-b7f2-0d4af8d61b2f,Zoonoodle,7352.98,Port - 74 Brights
6be5095e-21c7-4ae1-81f1-a77e63179429,Wordtune,1430.66,"Lemonade - Kiwi, 591 Ml"
cdb0e26e-cd3f-4bcd-89fc-87e7fd3033b7,Miboo,9018.28,Cake - Miini Cheesecake Cherry
472ff101-d102-4c77-8752-82ee9e11a1f1,Ntag,6292.9,Tart - Butter Plain Squares
954daedb-8b63-49c8-ad80-a15a9a465c05,Youtags,6167.49,"Bread - Pita, Mini"
301cbe33-6569-4ed1-b284-45e30f1b6d13,DabZ,6770.68,Wine - Fat Bastard Merlot
4ad442c0-68d4-4af5-bca8-892f0192fff2,Jabbersphere,6439.85,"Lamb - Whole Head Off,nz"
24c0c844-20f6-40cc-b690-b6bbb64e6f9b,Wordtune,6450.76,"Beans - Long, Chinese"
4b14c896-9361-4f2d-9529-9157c758a141,Mycat,8853.32,Carbonated Water - Blackberry
8582e170-2ae7-427e-897d-e2e4c1f1297a,Oba,9906.24,Swiss Chard
a79751a1-0cfa-40f7-b47c-278261d57c94,Skilith,2126.37,Table Cloth 144x90 White
11bb521d-944d-4718-a628-1faaf93eba6d,Gigashots,7747.24,Pizza Pizza Dough
a02e1d43-6928-4aac-8a26-ca867e0edc3a,Linklinks,2620.53,Steampan - Half Size Shallow
895982c0-667a-4f11-8a2f-48f8fb70a3dc,Rhyzio,6054.97,"Wine - White, Cooking"
ff86c00b-4b3b-4552-8fa7-8fe3eda7c230,Livetube,3199.67,"Syrup - Monin, Amaretta"
1bfa77cc-de04-451e-a42b-6f66c2af2b1d,Dynabox,8832.32,Greens Mustard
f62f34b1-dbf2-4da2-97d6-8095f17aef23,Plajo,6523.78,Cheese - Mix
1f664931-757b-40a3-8a5f-506bc211790d,Midel,4768.32,Sage - Rubbed
a202f5ff-18bb-4255-b938-7b0b67c3d258,Blogtag,3619.75,Lettuce - Frisee
a38ad306-8c4f-49be-9abf-712ac6b9e305,Shuffletag,3830.51,Versatainer Nc - 9388
a233dd18-3c15-431f-b92c-96c0804b2d16,Gabvine,7958.3,Muffin - Mix - Bran And Maple 15l
ef170d10-c373-472d-b3bf-982809abcedc,Chatterpoint,2320.34,Celery Root
2a20b5dc-d54e-4bd9-92d6-2181dc397813,Youopia,587.22,"Pasta - Linguini, Dry"
3f70e705-8ce4-4d4c-a03b-e6817952ed72,Fiveclub,5086.79,Salmon - Canned
8b00ee05-d358-4a0e-b1a9-85e51c144d4d,Pixonyx,2339.41,Sausage - Breakfast
0141d318-f771-4c6b-a64b-99edc5f0a396,Rhynyx,7762.37,"Stock - Veal, Brown"
0fd51b66-35b5-41f2-abb2-018bbae0c702,Minyx,7382.66,Cup - Paper 10oz 92959
e6549d92-20f3-42ae-9cc8-4b14bf61cfe2,Thoughtbeat,9723.56,"Cod - Salted, Boneless"
4fc9d9e6-4ccc-4169-b5e5-1bb17f15b644,Skippad,9113.57,"Liqueur Banana, Ramazzotti"
3cdd3357-58e0-458f-ba39-ad891c0915ce,Skiptube,2422.42,Oil - Margarine
d1c35194-c3da-4644-9bdd-2cc2ddbcf330,Wikido,4896.22,Creme De Menthe Green
b36e8c20-a21f-4754-9be8-44b4f6e9e8da,Trupe,8245.35,Wine - Chardonnay Mondavi
e4baae6e-bffe-4abf-a0eb-e1d889d3ec5a,Tanoodle,9627.84,Sugar - Individual Portions
65846523-a004-4fa0-abad-979ef61e75e1,Topdrive,5789.2,Wine - Kwv Chenin Blanc South
73a61c20-55ab-43b2-ac2a-f88995c647e2,Meemm,4666.64,Soup - Campbells Chicken
791cad95-b73e-41c5-9925-e4a911324d2b,Twimm,9856.99,Appetizer - Mushroom Tart
4adb71cb-57df-42c0-94b9-9eb45e0fc6e3,Mydo,6222.49,Dikon
52588f01-0076-4186-a409-b1db38436124,Meemm,9679.21,"Napkin - Dinner, White"
a37e90bb-7ddf-43a8-b6f5-7d57565e6b05,Skiptube,2477.1,"Ice - Clear, 300 Lb For Carving"
b745f79f-7518-4a51-8fc9-bff5f3e0618c,Voomm,4289.62,Extract - Almond
b48596d9-af23-4de7-98e2-098e230c5d15,Gigaclub,6468.89,Kippers - Smoked
036eac6c-0fe3-4a10-a931-c061ecaec54c,Youspan,9771.49,Cheese - Augre Des Champs
fad2c3ca-4649-400a-8501-8e1bbbcac3c0,Roomm,9268.04,"Juice - Clamato, 341 Ml"
b93a86e2-943e-42a4-83fb-0e74e081020b,Dynabox,8711.11,Mikes Hard Lemonade
203006e9-48b9-454a-b3fa-523f420a4bf0,Dabshots,9869.31,Juice - Cranberry 284ml
c8d8b2e6-50d7-4d78-85c3-791239a15122,Flipopia,8824.42,Chicken Breast Wing On
0c6d941d-024b-452f-ba8f-eb26b4b95cbe,Camimbo,4436.06,Cheese - Brie
db65e39a-1cc0-4e09-a292-b4a30c0d5504,Quaxo,2434.61,"Bar Mix - Pina Colada, 355 Ml"
9b5dfd76-5a43-4f4d-8c4a-d43d698450f9,Roodel,7957.59,"Juice - Orange, Concentrate"
6bdfb3d8-73b0-4e5d-a92a-89e904e0ea93,Kimia,7508.99,Vinegar - Sherry
f4cf5626-0888-4682-9a29-b40321944d6a,Wordtune,9431.76,Huck Towels White
c5d49d08-9377-4b88-8101-bd4ecec69f3e,Browsedrive,7849.82,"Sauce - Soya, Dark"
865c5c3c-12cc-4103-a45c-9dffa69c5f88,Thoughtstorm,4829.03,Monkfish Fresh - Skin Off
b9635aa0-97fd-4d18-b7a2-296748913709,Livetube,687.26,Anchovy Fillets
c55c71d5-da47-4de8-aad6-8cf49c4a41d9,Yotz,5285.61,"Carrots - Mini, Stem On"
bbfabbca-d845-42b4-b236-aeaa60dfafd4,Voomm,8313.94,Ham - Cooked Bayonne Tinned
06305237-fca9-4176-bc1d-967acddb1bec,Fanoodle,6962.07,Onions - Cooking
ff7b8eed-d62b-4ff3-8418-95bc16f8c162,Twiyo,4675.1,Remy Red
da2ed4cb-55b6-45e1-b048-2d298ee1b5ae,Mydo,6638.61,"Thyme - Lemon, Fresh"
62a1a311-9454-4df6-b442-ed422c43c408,Leenti,3163.12,"Shrimp - 16/20, Peeled Deviened"
7112d627-7fd3-423e-838b-335d0fec9237,Quinu,2248.38,Lemon Grass
